python main.py ./simulatedPlanets/example-sim-model_allFeatures_loguP ./simulatedPlanets/fake_grammaticalSystems_allFeatures_loguP.txt --num_planet_features 2 --num_stellar_features 3 --num_labels 3 --batch_size 100 --epochs 250 --width 2 --seed 2 --dropout_prob 0.01 --train

Random seed: 2
-----------------------------------------------------------------------------------------
[DATA]
   data:          ./simulatedPlanets/fake_grammaticalSystems_allFeatures_loguP.txt
   # planets:     37418
-----------------------------------------------------------------------------------------
[TRAINING]
   num_labels:    3
   batch_size:    100
   lr:            0.002
   epochs:        250

| epoch   1 | loss -0.000000003179 | 0.000000004586 bits | time 0:00:01   
| epoch   2 | loss -0.000000002861 | 0.000000004128 bits | time 0:00:01   
| epoch   3 | loss -0.000000004450 | 0.000000006421 bits | time 0:00:01   
| epoch   4 | loss -0.000000002225 | 0.000000003210 bits | time 0:00:01   
| epoch   5 | loss -0.000000001589 | 0.000000002293 bits | time 0:00:01   
| epoch   6 | loss -0.000000008583 | 0.000000012383 bits | time 0:00:01   
| epoch   7 | loss -0.000000002861 | 0.000000004128 bits | time 0:00:01   
| epoch   8 | loss -0.000000006358 | 0.000000009172 bits | time 0:00:01   
| epoch   9 | loss -0.002938222249 | 0.004238958668 bits | time 0:00:01   
| epoch  10 | loss -0.175959782600 | 0.253856305754 bits | time 0:00:01   
| epoch  11 | loss -0.354019884745 | 0.510742732098 bits | time 0:00:01   
| epoch  12 | loss -0.397072335402 | 0.572854289159 bits | time 0:00:01   
| epoch  13 | loss -0.413355998834 | 0.596346649639 bits | time 0:00:01   
| epoch  14 | loss -0.422769372145 | 0.609927276634 bits | time 0:00:01   
| epoch  15 | loss -0.428845856508 | 0.618693790489 bits | time 0:00:01   
| epoch  16 | loss -0.435256221771 | 0.627941992665 bits | time 0:00:01   
| epoch  17 | loss -0.437997187297 | 0.631896370036 bits | time 0:00:01   
| epoch  18 | loss -0.440043794791 | 0.634849000519 bits | time 0:00:01   
| epoch  19 | loss -0.444062908014 | 0.640647355234 bits | time 0:00:01   
| epoch  20 | loss -0.444796824773 | 0.641706173303 bits | time 0:00:01   
| epoch  21 | loss -0.449796758652 | 0.648919553115 bits | time 0:00:01   
| epoch  22 | loss -0.448300001303 | 0.646760188711 bits | time 0:00:01   
| epoch  23 | loss -0.452625453154 | 0.653000496646 bits | time 0:00:01   
| epoch  24 | loss -0.455539635499 | 0.657204773063 bits | time 0:00:01   
| epoch  25 | loss -0.455891015530 | 0.657711707290 bits | time 0:00:01   
| epoch  26 | loss -0.464274836381 | 0.669807004057 bits | time 0:00:01   
| epoch  27 | loss -0.472238313357 | 0.681295872798 bits | time 0:00:01   
| epoch  28 | loss -0.480173794746 | 0.692744352445 bits | time 0:00:01   
| epoch  29 | loss -0.486996690114 | 0.702587709757 bits | time 0:00:01   
| epoch  30 | loss -0.491458852371 | 0.709025249116 bits | time 0:00:01   
| epoch  31 | loss -0.503350391308 | 0.726181113370 bits | time 0:00:01   
| epoch  32 | loss -0.505832999547 | 0.729762759965 bits | time 0:00:01   
| epoch  33 | loss -0.512506152948 | 0.739390085283 bits | time 0:00:01   
| epoch  34 | loss -0.519550291459 | 0.749552628980 bits | time 0:00:01   
| epoch  35 | loss -0.524249955018 | 0.756332810291 bits | time 0:00:01   
| epoch  36 | loss -0.529036660512 | 0.763238566570 bits | time 0:00:01   
| epoch  37 | loss -0.533066817125 | 0.769052853528 bits | time 0:00:01   
| epoch  38 | loss -0.538524514516 | 0.776926646490 bits | time 0:00:01   
| epoch  39 | loss -0.544275983810 | 0.785224262718 bits | time 0:00:01   
| epoch  40 | loss -0.547885229429 | 0.790431303473 bits | time 0:00:01   
| epoch  41 | loss -0.550142757654 | 0.793688228249 bits | time 0:00:01   
| epoch  42 | loss -0.552541747173 | 0.797149238530 bits | time 0:00:01   
| epoch  43 | loss -0.555647556623 | 0.801629974422 bits | time 0:00:01   
| epoch  44 | loss -0.561036608934 | 0.809404733467 bits | time 0:00:01   
| epoch  45 | loss -0.562303427935 | 0.811232366956 bits | time 0:00:01   
| epoch  46 | loss -0.567100989501 | 0.818153785236 bits | time 0:00:01   
| epoch  47 | loss -0.571835853259 | 0.824984749699 bits | time 0:00:01   
| epoch  48 | loss -0.569422530572 | 0.821503061026 bits | time 0:00:01   
| epoch  49 | loss -0.575315769911 | 0.830005208196 bits | time 0:00:01   
| epoch  50 | loss -0.580295661688 | 0.837189673366 bits | time 0:00:01   
| epoch  51 | loss -0.578923137506 | 0.835209539536 bits | time 0:00:01   
| epoch  52 | loss -0.584372330507 | 0.843071063255 bits | time 0:00:01   
| epoch  53 | loss -0.590680111249 | 0.852171267251 bits | time 0:00:01   
| epoch  54 | loss -0.589564420621 | 0.850561665914 bits | time 0:00:01   
| epoch  55 | loss -0.591092812300 | 0.852766669010 bits | time 0:00:01   
| epoch  56 | loss -0.593436137358 | 0.856147372451 bits | time 0:00:01   
| epoch  57 | loss -0.595455307563 | 0.859060419292 bits | time 0:00:01   
| epoch  58 | loss -0.595447770516 | 0.859049545632 bits | time 0:00:01   
| epoch  59 | loss -0.602380926132 | 0.869051974857 bits | time 0:00:01   
| epoch  60 | loss -0.597764521996 | 0.862391911503 bits | time 0:00:01   
| epoch  61 | loss -0.605777135293 | 0.873951668971 bits | time 0:00:01   
| epoch  62 | loss -0.607999436220 | 0.877157771497 bits | time 0:00:01   
| epoch  63 | loss -0.607768681685 | 0.876824863075 bits | time 0:00:01   
| epoch  64 | loss -0.609221690814 | 0.878921112139 bits | time 0:00:01   
| epoch  65 | loss -0.610814882755 | 0.881219602252 bits | time 0:00:01   
| epoch  66 | loss -0.617993001302 | 0.891575438283 bits | time 0:00:01   
| epoch  67 | loss -0.618562333981 | 0.892396811715 bits | time 0:00:01   
| epoch  68 | loss -0.624437020461 | 0.900872192766 bits | time 0:00:01   
| epoch  69 | loss -0.625055045048 | 0.901763813774 bits | time 0:00:01   
| epoch  70 | loss -0.625581002951 | 0.902522610631 bits | time 0:00:01   
| epoch  71 | loss -0.630945754528 | 0.910262311128 bits | time 0:00:01   
| epoch  72 | loss -0.632082161268 | 0.911901799495 bits | time 0:00:01   
| epoch  73 | loss -0.635793234984 | 0.917255747142 bits | time 0:00:01   
| epoch  74 | loss -0.639247982502 | 0.922239894254 bits | time 0:00:01   
| epoch  75 | loss -0.639007635832 | 0.921893147305 bits | time 0:00:01   
| epoch  76 | loss -0.641481650829 | 0.925462396473 bits | time 0:00:01   
| epoch  77 | loss -0.643240338087 | 0.927999645858 bits | time 0:00:01   
| epoch  78 | loss -0.643523414612 | 0.928408038956 bits | time 0:00:01   
| epoch  79 | loss -0.646719359477 | 0.933018812765 bits | time 0:00:01   
| epoch  80 | loss -0.651928519090 | 0.940534041505 bits | time 0:00:01   
| epoch  81 | loss -0.649057942947 | 0.936392675539 bits | time 0:00:01   
| epoch  82 | loss -0.651267371813 | 0.939580207608 bits | time 0:00:01   
| epoch  83 | loss -0.654928248644 | 0.944861736457 bits | time 0:00:01   
| epoch  84 | loss -0.657290329377 | 0.948269498616 bits | time 0:00:01   
| epoch  85 | loss -0.653685180108 | 0.943068367644 bits | time 0:00:01   
| epoch  86 | loss -0.658394049088 | 0.949861829570 bits | time 0:00:01   
| epoch  87 | loss -0.655250001987 | 0.945325928409 bits | time 0:00:01   
| epoch  88 | loss -0.661918594917 | 0.954946674358 bits | time 0:00:01   
| epoch  89 | loss -0.661212075869 | 0.953927382832 bits | time 0:00:01   
| epoch  90 | loss -0.666751793623 | 0.961919506164 bits | time 0:00:01   
| epoch  91 | loss -0.664236593326 | 0.958290839168 bits | time 0:00:01   
| epoch  92 | loss -0.663734233856 | 0.957566087653 bits | time 0:00:01   
| epoch  93 | loss -0.662690339406 | 0.956060066307 bits | time 0:00:01   
| epoch  94 | loss -0.666966440439 | 0.962229176061 bits | time 0:00:01   
| epoch  95 | loss -0.668016140143 | 0.963743572618 bits | time 0:00:01   
| epoch  96 | loss -0.664228325844 | 0.958278911713 bits | time 0:00:01   
| epoch  97 | loss -0.666607074896 | 0.961710721175 bits | time 0:00:01   
| epoch  98 | loss -0.666562930187 | 0.961647033821 bits | time 0:00:01   
| epoch  99 | loss -0.670771415075 | 0.967718594098 bits | time 0:00:01   
| epoch 100 | loss -0.668996977727 | 0.965158622136 bits | time 0:00:01   
| epoch 101 | loss -0.669428200245 | 0.965780744725 bits | time 0:00:01   
| epoch 102 | loss -0.671187006394 | 0.968318165634 bits | time 0:00:01   
| epoch 103 | loss -0.672454253832 | 0.970146417229 bits | time 0:00:01   
| epoch 104 | loss -0.669890186071 | 0.966447249385 bits | time 0:00:01   
| epoch 105 | loss -0.676209835370 | 0.975564576089 bits | time 0:00:01   
| epoch 106 | loss -0.675729037126 | 0.974870930846 bits | time 0:00:01   
| epoch 107 | loss -0.675204774857 | 0.974114580270 bits | time 0:00:01   
| epoch 108 | loss -0.674858496110 | 0.973615005639 bits | time 0:00:01   
| epoch 109 | loss -0.678323074341 | 0.978613335472 bits | time 0:00:01   
| epoch 110 | loss -0.677989854654 | 0.978132601082 bits | time 0:00:01   
| epoch 111 | loss -0.682041996002 | 0.983978605310 bits | time 0:00:01   
| epoch 112 | loss -0.679818793138 | 0.980771201563 bits | time 0:00:01   
| epoch 113 | loss -0.680185319901 | 0.981299987906 bits | time 0:00:01   
| epoch 114 | loss -0.678535452684 | 0.978919732654 bits | time 0:00:01   
| epoch 115 | loss -0.681089672883 | 0.982604693469 bits | time 0:00:01   
| epoch 116 | loss -0.679601872921 | 0.980458251842 bits | time 0:00:01   
| epoch 117 | loss -0.680539692561 | 0.981811239586 bits | time 0:00:01   
| epoch 118 | loss -0.682057991028 | 0.984001681255 bits | time 0:00:01   
| epoch 119 | loss -0.681403432449 | 0.983057352838 bits | time 0:00:01   
| epoch 120 | loss -0.682682931741 | 0.984903280122 bits | time 0:00:01   
| epoch 121 | loss -0.685281136990 | 0.988651697950 bits | time 0:00:01   
| epoch 122 | loss -0.689165840864 | 0.994256140965 bits | time 0:00:01   
| epoch 123 | loss -0.686636044979 | 0.990606416987 bits | time 0:00:01   
| epoch 124 | loss -0.685772714694 | 0.989360894666 bits | time 0:00:01   
| epoch 125 | loss -0.683329626958 | 0.985836264104 bits | time 0:00:01   
| epoch 126 | loss -0.690506747246 | 0.996190659952 bits | time 0:00:01   
| epoch 127 | loss -0.688587326845 | 0.993421521658 bits | time 0:00:01   
| epoch 128 | loss -0.685174222549 | 0.988497453016 bits | time 0:00:01   
| epoch 129 | loss -0.689692755540 | 0.995016318155 bits | time 0:00:01   
| epoch 130 | loss -0.689415056070 | 0.994615682506 bits | time 0:00:01   
| epoch 131 | loss -0.690735165914 | 0.996520198432 bits | time 0:00:01   
| epoch 132 | loss -0.691716649850 | 0.997936180439 bits | time 0:00:01   
| epoch 133 | loss -0.688762657404 | 0.993674470186 bits | time 0:00:01   
| epoch 134 | loss -0.692159492254 | 0.998575066979 bits | time 0:00:01   
| epoch 135 | loss -0.694067013820 | 1.001327038883 bits | time 0:00:01   
| epoch 136 | loss -0.698265822570 | 1.007384639443 bits | time 0:00:01   
| epoch 137 | loss -0.695686222712 | 1.003663063522 bits | time 0:00:01   
| epoch 138 | loss -0.693589460055 | 1.000638074434 bits | time 0:00:01   
| epoch 139 | loss -0.696273544550 | 1.004510389824 bits | time 0:00:01   
| epoch 140 | loss -0.701237870375 | 1.011672398074 bits | time 0:00:01   
| epoch 141 | loss -0.694759963353 | 1.002326753738 bits | time 0:00:01   
| epoch 142 | loss -0.692249211311 | 0.998704504218 bits | time 0:00:01   
| epoch 143 | loss -0.694909118017 | 1.002541938431 bits | time 0:00:01   
| epoch 144 | loss -0.694515991847 | 1.001974777255 bits | time 0:00:01   
| epoch 145 | loss -0.702412211895 | 1.013366614761 bits | time 0:00:01   
| epoch 146 | loss -0.700831952254 | 1.011086782013 bits | time 0:00:01   
| epoch 147 | loss -0.700738160769 | 1.010951469503 bits | time 0:00:01   
| epoch 148 | loss -0.699463082631 | 1.009111920597 bits | time 0:00:01   
| epoch 149 | loss -0.701648371538 | 1.012264626065 bits | time 0:00:01   
| epoch 150 | loss -0.701712314288 | 1.012356875954 bits | time 0:00:01   
| epoch 151 | loss -0.702331055482 | 1.013249530807 bits | time 0:00:01   
| epoch 152 | loss -0.704352320194 | 1.016165599383 bits | time 0:00:01   
| epoch 153 | loss -0.701776169300 | 1.012448999263 bits | time 0:00:01   
| epoch 154 | loss -0.702207887014 | 1.013071836268 bits | time 0:00:01   
| epoch 155 | loss -0.699918989340 | 1.009769654946 bits | time 0:00:01   
| epoch 156 | loss -0.707547317028 | 1.020775005471 bits | time 0:00:01   
| epoch 157 | loss -0.703399601936 | 1.014791117477 bits | time 0:00:01   
| epoch 158 | loss -0.698999853373 | 1.008443622043 bits | time 0:00:01   
| epoch 159 | loss -0.704637092590 | 1.016576439106 bits | time 0:00:01   
| epoch 160 | loss -0.702172058423 | 1.013020146538 bits | time 0:00:01   
| epoch 161 | loss -0.706497231086 | 1.019260051690 bits | time 0:00:01   
| epoch 162 | loss -0.708139586846 | 1.021629470200 bits | time 0:00:01   
| epoch 163 | loss -0.701942858458 | 1.012689480884 bits | time 0:00:02   
| epoch 164 | loss -0.706093610446 | 1.018677750193 bits | time 0:00:01   
| epoch 165 | loss -0.704331859271 | 1.016136080510 bits | time 0:00:01   
| epoch 166 | loss -0.707758907477 | 1.021080265962 bits | time 0:00:01   
| epoch 167 | loss -0.702275665442 | 1.013169619870 bits | time 0:00:01   
| epoch 168 | loss -0.707600662152 | 1.020851966216 bits | time 0:00:01   
| epoch 169 | loss -0.708682185491 | 1.022412274574 bits | time 0:00:01   
| epoch 170 | loss -0.703179032326 | 1.014472902793 bits | time 0:00:01   
| epoch 171 | loss -0.706233836015 | 1.018880052927 bits | time 0:00:01   
| epoch 172 | loss -0.706370354017 | 1.019077006771 bits | time 0:00:01   
| epoch 173 | loss -0.709320437431 | 1.023333077483 bits | time 0:00:01   
| epoch 174 | loss -0.709359183550 | 1.023388976316 bits | time 0:00:01   
| epoch 175 | loss -0.710404733181 | 1.024897385584 bits | time 0:00:01   
| epoch 176 | loss -0.709468129635 | 1.023546152293 bits | time 0:00:01   
| epoch 177 | loss -0.708285720666 | 1.021840296738 bits | time 0:00:01   
| epoch 178 | loss -0.710938503583 | 1.025667453497 bits | time 0:00:01   
| epoch 179 | loss -0.709075640361 | 1.022979909963 bits | time 0:00:01   
| epoch 180 | loss -0.710046334267 | 1.024380325248 bits | time 0:00:01   
| epoch 181 | loss -0.711911517938 | 1.027071216481 bits | time 0:00:01   
| epoch 182 | loss -0.714924903711 | 1.031418613191 bits | time 0:00:01   
| epoch 183 | loss -0.712701264064 | 1.028210579300 bits | time 0:00:01   
| epoch 184 | loss -0.712844815254 | 1.028417679891 bits | time 0:00:01   
| epoch 185 | loss -0.710420609792 | 1.024920290692 bits | time 0:00:01   
| epoch 186 | loss -0.711297746817 | 1.026185731929 bits | time 0:00:01   
| epoch 187 | loss -0.712322675864 | 1.027664391982 bits | time 0:00:01   
| epoch 188 | loss -0.711151628494 | 1.025974927749 bits | time 0:00:01   
| epoch 189 | loss -0.713089919170 | 1.028771290094 bits | time 0:00:01   
| epoch 190 | loss -0.711885482550 | 1.027033655355 bits | time 0:00:01   
| epoch 191 | loss -0.711823700666 | 1.026944522939 bits | time 0:00:01   
| epoch 192 | loss -0.715799573421 | 1.032680494846 bits | time 0:00:01   
| epoch 193 | loss -0.713432534059 | 1.029265578896 bits | time 0:00:01   
| epoch 194 | loss -0.715780214230 | 1.032652565436 bits | time 0:00:01   
| epoch 195 | loss -0.710687722524 | 1.025305652906 bits | time 0:00:01   
| epoch 196 | loss -0.715771447659 | 1.032639917947 bits | time 0:00:01   
| epoch 197 | loss -0.717783992132 | 1.035543405878 bits | time 0:00:01   
| epoch 198 | loss -0.714396496296 | 1.030656282435 bits | time 0:00:01   
| epoch 199 | loss -0.714569517295 | 1.030905898971 bits | time 0:00:01   
| epoch 200 | loss -0.713709681511 | 1.029665418150 bits | time 0:00:01   
| epoch 201 | loss -0.719750386079 | 1.038380312674 bits | time 0:00:01   
| epoch 202 | loss -0.714282075723 | 1.030491208441 bits | time 0:00:01   
| epoch 203 | loss -0.715515767892 | 1.032271050016 bits | time 0:00:01   
| epoch 204 | loss -0.719008501212 | 1.037309999055 bits | time 0:00:01   
| epoch 205 | loss -0.716416557948 | 1.033570615362 bits | time 0:00:01   
| epoch 206 | loss -0.715578467687 | 1.032361506699 bits | time 0:00:01   
| epoch 207 | loss -0.715061799844 | 1.031616112564 bits | time 0:00:01   
| epoch 208 | loss -0.716297160308 | 1.033398360979 bits | time 0:00:01   
| epoch 209 | loss -0.714704245170 | 1.031100270209 bits | time 0:00:01   
| epoch 210 | loss -0.717345695655 | 1.034911077724 bits | time 0:00:01   
| epoch 211 | loss -0.716884495894 | 1.034245707117 bits | time 0:00:01   
| epoch 212 | loss -0.719746819814 | 1.038375167641 bits | time 0:00:01   
| epoch 213 | loss -0.716836791913 | 1.034176884819 bits | time 0:00:01   
| epoch 214 | loss -0.717602977037 | 1.035282256299 bits | time 0:00:01   
| epoch 215 | loss -0.717772167206 | 1.035526346116 bits | time 0:00:01   
| epoch 216 | loss -0.719303443591 | 1.037735510963 bits | time 0:00:01   
| epoch 217 | loss -0.717365219434 | 1.034939244584 bits | time 0:00:01   
| epoch 218 | loss -0.718098794142 | 1.035997569178 bits | time 0:00:01   
| epoch 219 | loss -0.717617033164 | 1.035302535003 bits | time 0:00:01   
| epoch 220 | loss -0.722698022207 | 1.042632852698 bits | time 0:00:01   
| epoch 221 | loss -0.716869050662 | 1.034223424356 bits | time 0:00:01   
| epoch 222 | loss -0.721904330810 | 1.041487798056 bits | time 0:00:01   
| epoch 223 | loss -0.720372430960 | 1.039277733740 bits | time 0:00:01   
| epoch 224 | loss -0.718258481503 | 1.036227949340 bits | time 0:00:01   
| epoch 225 | loss -0.722366965135 | 1.042155238302 bits | time 0:00:01   
| epoch 226 | loss -0.722230017344 | 1.041957664404 bits | time 0:00:01   
| epoch 227 | loss -0.721213696003 | 1.040491422645 bits | time 0:00:01   
| epoch 228 | loss -0.722623408953 | 1.042525208527 bits | time 0:00:01   
| epoch 229 | loss -0.722396398385 | 1.042197701507 bits | time 0:00:01   
| epoch 230 | loss -0.721319372018 | 1.040643880908 bits | time 0:00:01   
| epoch 231 | loss -0.724377565861 | 1.045055921999 bits | time 0:00:01   
| epoch 232 | loss -0.723427991867 | 1.043685976307 bits | time 0:00:01   
| epoch 233 | loss -0.727182959000 | 1.049103248769 bits | time 0:00:01   
| epoch 234 | loss -0.724051750978 | 1.044585870483 bits | time 0:00:01   
| epoch 235 | loss -0.724047011693 | 1.044579033140 bits | time 0:00:01   
| epoch 236 | loss -0.728355836391 | 1.050795353164 bits | time 0:00:01   
| epoch 237 | loss -0.727368479967 | 1.049370898948 bits | time 0:00:01   
| epoch 238 | loss -0.724296969334 | 1.044939645789 bits | time 0:00:01   
| epoch 239 | loss -0.726384170532 | 1.047950840607 bits | time 0:00:01   
| epoch 240 | loss -0.726332518737 | 1.047876322818 bits | time 0:00:01   
| epoch 241 | loss -0.726070175966 | 1.047497842203 bits | time 0:00:01   
| epoch 242 | loss -0.728485514482 | 1.050982439102 bits | time 0:00:01   
| epoch 243 | loss -0.725656377633 | 1.046900857401 bits | time 0:00:01   
| epoch 244 | loss -0.727658982436 | 1.049790005419 bits | time 0:00:01   
| epoch 245 | loss -0.726520659765 | 1.048147752946 bits | time 0:00:01   
| epoch 246 | loss -0.726968803883 | 1.048794288242 bits | time 0:00:01   
| epoch 247 | loss -0.727383401076 | 1.049392425557 bits | time 0:00:01   
| epoch 248 | loss -0.728532663027 | 1.051050460075 bits | time 0:00:01   
| epoch 249 | loss -0.723824577173 | 1.044258127960 bits | time 0:00:01   
| epoch 250 | loss -0.729721135696 | 1.052765063700 bits | time 0:00:01   

Training time 0:05:24   
=========================================================================================
=========================================================================================
